workflow,package_index,section,chars,tokens_est,section_tokens,pct_of_prompt,cost_usd,quality_roi,static_or_dynamic,calibration,notes
Weekly Strategy,strategy,Product Brain,2257,565,565,9.59,0.000315,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,7,Product Brain,1897,475,475,20.87,0.007508,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,7,Strategy Item,166,42,42,1.85,0.000664,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,7,Run Context,163,41,41,1.80,0.000648,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,7,Anti-Repetition / Recent Memory,159,40,40,1.76,0.000632,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,7,Direction Definition,448,112,112,4.92,0.001770,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,7,Hard Constraints,475,119,119,5.23,0.001881,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,7,Output JSON Shape,507,127,127,5.58,0.002007,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,7,unallocated_missing_context,0,0,1215,53.38,0.019204,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Direction Evaluation,7,System Prompt,275,69,69,2.57,0.000875,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Unlabelled Prompt,72,18,18,0.67,0.000228,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Strategy Item,682,171,171,6.36,0.002168,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Anti-Repetition / Recent Memory,44,11,11,0.41,0.000139,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Scoring Instructions,155,39,39,1.45,0.000494,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Selected Directions / Concepts,1124,281,281,10.45,0.003563,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Selected Directions / Concepts,1229,308,308,11.45,0.003905,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Selected Directions / Concepts,1140,285,285,10.60,0.003613,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Selected Directions / Concepts,1227,307,307,11.42,0.003892,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Selected Directions / Concepts,1188,297,297,11.04,0.003765,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Selected Directions / Concepts,1212,303,303,11.27,0.003842,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Selected Directions / Concepts,1226,307,307,11.42,0.003892,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,Output JSON Shape,535,134,134,4.98,0.001699,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,7,unallocated_missing_context,0,0,159,5.91,0.002016,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Ideation,7,System Prompt,240,60,60,1.37,0.002536,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Unlabelled Prompt,182,46,46,1.05,0.001945,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Product Brain,1925,482,482,11.00,0.020376,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Strategy Item,166,42,42,0.96,0.001775,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Run Context,197,50,50,1.14,0.002114,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Available Assets,250,63,63,1.44,0.002663,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Anti-Repetition / Recent Memory,140,35,35,0.80,0.001480,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Selected Directions / Concepts,77,20,20,0.46,0.000845,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Selected Directions / Concepts,874,219,219,5.00,0.009258,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Selected Directions / Concepts,861,216,216,4.93,0.009131,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Selected Directions / Concepts,831,208,208,4.75,0.008793,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Hard Constraints,1242,311,311,7.10,0.013147,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,Output JSON Shape,1398,350,350,7.99,0.014796,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,7,unallocated_missing_context,0,0,2280,52.03,0.096383,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Presentation Generation,7,System Prompt,349,88,88,0.35,0.000450,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Product Brain,2257,565,565,2.22,0.002887,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Hard Constraints,244,61,61,0.24,0.000312,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Pain Points,1667,417,417,1.64,0.002131,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Proof Pool,819,205,205,0.81,0.001048,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Scenario Pool,2338,585,585,2.30,0.002990,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Website Rules,1506,377,377,1.48,0.001927,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Funnel Asset Policy,319,80,80,0.31,0.000409,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Strategy Item,162,41,41,0.16,0.000210,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Creative Directive / Safety,888,222,222,0.87,0.001135,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Creative Directive / Safety,624,156,156,0.61,0.000797,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Package Diversity,714,179,179,0.70,0.000915,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Attention First,1150,288,288,1.13,0.001472,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Creative Candidate,8604,2151,2151,8.46,0.010993,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Creative DNA,2209,553,553,2.17,0.002826,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Content Quality,1413,354,354,1.39,0.001809,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Hook V2,1313,329,329,1.29,0.001681,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Visual Creative Rules,548,137,137,0.54,0.000700,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Visual Creative Rules,6694,1674,1674,6.58,0.008555,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Available Assets,3443,861,861,3.38,0.004400,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Asset Evidence,440,110,110,0.43,0.000562,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Smart Asset Rules,1682,421,421,1.66,0.002152,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Presentation Block,9540,2385,2385,9.38,0.012189,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Visual Scene Plan,975,244,244,0.96,0.001247,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Asset Library Rules,644,161,161,0.63,0.000823,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Platform Style,578,145,145,0.57,0.000741,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Platform Style,2611,653,653,2.57,0.003337,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,Task / Output JSON Shape,2222,556,556,2.19,0.002841,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,7,unallocated_missing_context,0,0,11439,44.97,0.058459,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Direction,8,System Prompt,341,86,86,3.47,0.001259,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,8,Unlabelled Prompt,73,19,19,0.77,0.000278,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,8,Product Brain,1897,475,475,19.16,0.006952,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,8,Strategy Item,168,42,42,1.69,0.000615,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,8,Run Context,156,39,39,1.57,0.000571,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,8,Anti-Repetition / Recent Memory,159,40,40,1.61,0.000585,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,8,Direction Definition,448,112,112,4.52,0.001639,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,8,Hard Constraints,476,119,119,4.80,0.001742,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,8,Output JSON Shape,507,127,127,5.12,0.001859,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,8,unallocated_missing_context,0,0,1420,57.28,0.020783,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Direction Evaluation,8,System Prompt,275,69,69,2.52,0.000947,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Unlabelled Prompt,72,18,18,0.66,0.000247,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Strategy Item,683,171,171,6.25,0.002348,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Anti-Repetition / Recent Memory,44,11,11,0.40,0.000151,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Scoring Instructions,155,39,39,1.42,0.000535,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Selected Directions / Concepts,1267,317,317,11.58,0.004353,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Selected Directions / Concepts,1118,280,280,10.23,0.003845,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Selected Directions / Concepts,1221,306,306,11.18,0.004202,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Selected Directions / Concepts,1169,293,293,10.71,0.004023,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Selected Directions / Concepts,1187,297,297,10.85,0.004078,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Selected Directions / Concepts,1154,289,289,10.56,0.003968,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Selected Directions / Concepts,1252,313,313,11.44,0.004298,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,Output JSON Shape,535,134,134,4.90,0.001840,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,8,unallocated_missing_context,0,0,200,7.31,0.002746,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Ideation,8,System Prompt,240,60,60,1.27,0.002325,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Unlabelled Prompt,182,46,46,0.98,0.001782,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Product Brain,1925,482,482,10.23,0.018675,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Strategy Item,168,42,42,0.89,0.001627,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Run Context,190,48,48,1.02,0.001860,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Available Assets,250,63,63,1.34,0.002441,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Anti-Repetition / Recent Memory,140,35,35,0.74,0.001356,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Selected Directions / Concepts,77,20,20,0.42,0.000775,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Selected Directions / Concepts,804,201,201,4.27,0.007788,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Selected Directions / Concepts,780,195,195,4.14,0.007555,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Selected Directions / Concepts,831,208,208,4.42,0.008059,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Hard Constraints,1243,311,311,6.60,0.012049,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,Output JSON Shape,1398,350,350,7.43,0.013560,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,8,unallocated_missing_context,0,0,2650,56.25,0.102672,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Creative Critic,8,System Prompt,373,94,34,0.94,0.000296,Critical,static,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Scoring Instructions,59,15,5,0.14,0.000044,Unknown,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Strategy Item,886,222,82,2.26,0.000714,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Scoring Instructions,262,66,24,0.66,0.000209,Unknown,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Selected Directions / Concepts,5236,1309,488,13.45,0.004246,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Selected Directions / Concepts,4948,1237,460,12.68,0.004003,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Selected Directions / Concepts,5381,1346,501,13.81,0.004359,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Selected Directions / Concepts,5141,1286,479,13.20,0.004168,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Selected Directions / Concepts,5451,1363,508,14.00,0.004420,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Selected Directions / Concepts,5420,1355,505,13.92,0.004394,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Selected Directions / Concepts,5147,1287,479,13.20,0.004168,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,8,Output JSON Shape,677,170,63,1.74,0.000548,Useful,static,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Presentation Generation,8,System Prompt,349,88,88,0.35,0.000469,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Product Brain,2257,565,565,2.22,0.003008,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Hard Constraints,244,61,61,0.24,0.000325,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Pain Points,1667,417,417,1.64,0.002220,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Proof Pool,819,205,205,0.81,0.001092,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Scenario Pool,2338,585,585,2.30,0.003115,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Website Rules,1506,377,377,1.48,0.002007,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Funnel Asset Policy,348,87,87,0.34,0.000463,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Strategy Item,163,41,41,0.16,0.000218,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Creative Directive / Safety,906,227,227,0.89,0.001209,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Creative Directive / Safety,624,156,156,0.61,0.000831,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Package Diversity,707,177,177,0.70,0.000942,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Attention First,1146,287,287,1.13,0.001528,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Creative Candidate,10016,2504,2504,9.84,0.013333,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Creative DNA,2308,577,577,2.27,0.003072,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Content Quality,1413,354,354,1.39,0.001885,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Hook V2,1289,323,323,1.27,0.001720,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Visual Creative Rules,544,136,136,0.53,0.000724,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Visual Creative Rules,6694,1674,1674,6.58,0.008913,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Available Assets,3443,861,861,3.38,0.004584,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Asset Evidence,440,110,110,0.43,0.000586,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Smart Asset Rules,1682,421,421,1.65,0.002242,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Presentation Block,9540,2385,2385,9.37,0.012699,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Visual Scene Plan,975,244,244,0.96,0.001299,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Asset Library Rules,644,161,161,0.63,0.000857,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Platform Style,578,145,145,0.57,0.000772,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Platform Style,2611,653,653,2.57,0.003477,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,Task / Output JSON Shape,2224,556,556,2.18,0.002960,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,8,unallocated_missing_context,0,0,11080,43.52,0.058996,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Direction,10,System Prompt,341,86,86,3.25,0.001192,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,10,Unlabelled Prompt,73,19,19,0.72,0.000263,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,10,Product Brain,1897,475,475,17.94,0.006583,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,10,Strategy Item,168,42,42,1.59,0.000582,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,10,Run Context,156,39,39,1.47,0.000541,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,10,Anti-Repetition / Recent Memory,159,40,40,1.51,0.000554,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,10,Direction Definition,448,112,112,4.23,0.001552,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,10,Hard Constraints,476,119,119,4.49,0.001649,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,10,Output JSON Shape,507,127,127,4.80,0.001760,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,10,unallocated_missing_context,0,0,1589,60.01,0.022022,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Direction Evaluation,10,System Prompt,275,69,69,2.48,0.000985,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Unlabelled Prompt,72,18,18,0.65,0.000257,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Strategy Item,683,171,171,6.15,0.002441,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Anti-Repetition / Recent Memory,44,11,11,0.40,0.000157,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Scoring Instructions,155,39,39,1.40,0.000557,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Selected Directions / Concepts,1084,271,271,9.74,0.003868,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Selected Directions / Concepts,1246,312,312,11.21,0.004454,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Selected Directions / Concepts,1197,300,300,10.78,0.004282,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Selected Directions / Concepts,1125,282,282,10.14,0.004025,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Selected Directions / Concepts,1100,275,275,9.88,0.003925,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Selected Directions / Concepts,1248,312,312,11.21,0.004454,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Selected Directions / Concepts,1170,293,293,10.53,0.004182,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,Output JSON Shape,535,134,134,4.82,0.001913,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,10,unallocated_missing_context,0,0,295,10.60,0.004211,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Ideation,10,System Prompt,240,60,60,1.15,0.002512,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Unlabelled Prompt,182,46,46,0.88,0.001926,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Product Brain,1925,482,482,9.24,0.020179,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Strategy Item,168,42,42,0.81,0.001758,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Run Context,190,48,48,0.92,0.002010,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Available Assets,250,63,63,1.21,0.002637,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Anti-Repetition / Recent Memory,140,35,35,0.67,0.001465,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Selected Directions / Concepts,77,20,20,0.38,0.000837,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Selected Directions / Concepts,831,208,208,3.99,0.008708,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Selected Directions / Concepts,798,200,200,3.84,0.008373,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Selected Directions / Concepts,829,208,208,3.99,0.008708,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Selected Directions / Concepts,867,217,217,4.16,0.009085,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Hard Constraints,1243,311,311,5.96,0.013020,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,Output JSON Shape,1398,350,350,6.71,0.014653,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
